Original_SMILES,New_SMILES,Original_Bonds,New_Bonds,Substitutions
OC([U])C#CC(O)[U],CC(O)C#CC(C)O,"[(4, 5), (1, 3)]","[(4, 5), (1, 3)]","('C', 'C')"
OC([U])C#CC(O)[U],CCC(O)C#CC(C)O,"[(4, 5), (1, 3)]","[(5, 6), (2, 4)]","('C', 'CC')"
OC([U])C#CC(O)[U],CCCC(O)C#CC(C)O,"[(4, 5), (1, 3)]","[(6, 7), (3, 5)]","('C', 'CCC')"
OC([U])C#CC(O)[U],CCCC(O)C#CC(O)CC,"[(4, 5), (1, 3)]","[(5, 3), (7, 6)]","('CC', 'CCC')"
CC(=O)CCC=C[U],CC=CCCC(C)=O,"[(5, 6)]","[(2, 1)]","('C',)"
CC(=O)CCC=C[U],CCC=CCCC(C)=O,"[(5, 6)]","[(3, 2)]","('CC',)"
CC(=O)CCC=C[U],CCCC=CCCC(C)=O,"[(5, 6)]","[(4, 3)]","('CCC',)"
CC(C[U])CC=CCC(C)C[U],CCC(C)CC=CCC(C)CC,"[(5, 6)]","[(5, 6)]","('C', 'C')"
CC(C[U])CC=CCC(C)C[U],CCCC(C)CC=CCC(C)CC,"[(5, 6)]","[(7, 6)]","('C', 'CC')"
CC(C[U])CC=CCC(C)C[U],CCCCC(C)CC=CCC(C)CC,"[(5, 6)]","[(7, 8)]","('C', 'CCC')"
CC(C[U])CC=CCC(C)C[U],CCCC(C)CC=CCC(C)CC,"[(5, 6)]","[(7, 6)]","('CC', 'C')"
CC(C[U])CC=CCC(C)C[U],CCCCC(C)CC=CCC(C)CC,"[(5, 6)]","[(7, 8)]","('CCC', 'C')"
CC(C[U])CC=CCC(C)C[U],CCCCC(C)CC=CCC(C)CCC,"[(5, 6)]","[(7, 8)]","('CCC', 'CC')"
CC(C[U])CC=CCC(C)C[U],CCCCC(C)CC=CCC(C)CCC,"[(5, 6)]","[(7, 8)]","('CC', 'CCC')"
CC(=O)CC1CCN(C)CC1C(=O)O[U],COC(=O)C1CN(C)CCC1CC(C)=O,"[(3, 4)]","[(11, 10)]","('C',)"
CC(=O)CC1CCN(C)CC1C(=O)O[U],CCOC(=O)C1CN(C)CCC1CC(C)=O,"[(3, 4)]","[(12, 11)]","('CC',)"
CC(=O)CC1CCN(C)CC1C(=O)O[U],CCCOC(=O)C1CN(C)CCC1CC(C)=O,"[(3, 4)]","[(13, 12)]","('CCC',)"
CC(=O)CC1CCN(C)CC1C(=O)O[U],COC(=O)C1CN(C)CCC1CC(C)=O,"[(10, 4)]","[(4, 10)]","('C',)"
CC(=O)CC1CCN(C)CC1C(=O)O[U],CCOC(=O)C1CN(C)CCC1CC(C)=O,"[(10, 4)]","[(5, 11)]","('CC',)"
CC(=O)CC1CCN(C)CC1C(=O)O[U],CCCOC(=O)C1CN(C)CCC1CC(C)=O,"[(10, 4)]","[(6, 12)]","('CCC',)"
[U]c1ccc[nH]1,CC1NC=CC=1,"[(5, 1)]","[(1, 2)]","('C',)"
[U]c1ccc[nH]1,C(C)C1NC=CC=1,"[(5, 1)]","[(2, 3)]","('CC',)"
[U]c1ccc[nH]1,C(CC)C1NC=CC=1,"[(5, 1)]","[(3, 4)]","('CCC',)"
[U]c1ccc([U])[nH]1,CC1NC(C)=CC=1,"[(4, 6), (6, 1)]","[(2, 1), (3, 2)]","('C', 'C')"
[U]c1ccc([U])[nH]1,C(C)C1NC(C)=CC=1,"[(4, 6), (6, 1)]","[(2, 7), (7, 6)]","('C', 'CC')"
[U]c1ccc([U])[nH]1,C(CC)C1NC(C)=CC=1,"[(4, 6), (6, 1)]","[(3, 4), (4, 5)]","('C', 'CCC')"
[U]c1ccc([U])[nH]1,C(CC)C1NC(CC)=CC=1,"[(4, 6), (6, 1)]","[(3, 4), (4, 5)]","('CC', 'CCC')"
Clc1ccc(-n2c([U])ccc2[U])cc1,Cc1ccc(C)n1-c1ccc(Cl)cc1,"[(10, 5), (5, 6)]","[(4, 6), (6, 1)]","('C', 'C')"
Clc1ccc(-n2c([U])ccc2[U])cc1,CCc1ccc(C)n1-c1ccc(Cl)cc1,"[(10, 5), (5, 6)]","[(5, 7), (7, 2)]","('C', 'CC')"
Clc1ccc(-n2c([U])ccc2[U])cc1,CCCc1ccc(C)n1-c1ccc(Cl)cc1,"[(10, 5), (5, 6)]","[(3, 8), (8, 6)]","('C', 'CCC')"
Clc1ccc(-n2c([U])ccc2[U])cc1,CCCc1ccc(CC)n1-c1ccc(Cl)cc1,"[(10, 5), (5, 6)]","[(6, 9), (9, 3)]","('CC', 'CCC')"
[U]c1cccc([U])n1,CC1N=C(C)C=CC=1,"[(5, 7), (7, 1)]","[(1, 2), (2, 3)]","('C', 'C')"
[U]c1cccc([U])n1,C(C)C1N=C(C)C=CC=1,"[(5, 7), (7, 1)]","[(2, 3), (3, 4)]","('C', 'CC')"
[U]c1cccc([U])n1,C(CC)C1N=C(C)C=CC=1,"[(5, 7), (7, 1)]","[(3, 4), (4, 5)]","('C', 'CCC')"
[U]c1cccc([U])n1,C(CC)C1N=C(CC)C=CC=1,"[(5, 7), (7, 1)]","[(3, 4), (4, 5)]","('CC', 'CCC')"
O=c1cccc([U])[nH]1,Cc1cccc(=O)[nH]1,"[(7, 1), (5, 7)]","[(7, 5), (1, 7)]","('C',)"
O=c1cccc([U])[nH]1,CCc1cccc(=O)[nH]1,"[(7, 1), (5, 7)]","[(8, 6), (2, 8)]","('CC',)"
O=c1cccc([U])[nH]1,CCCc1cccc(=O)[nH]1,"[(7, 1), (5, 7)]","[(9, 7), (3, 9)]","('CCC',)"
[U]c1cc2ccccc2[nH]1,C1C2C(=CC=CC=2)NC=1C,"[(9, 1)]","[(7, 8)]","('C',)"
[U]c1cc2ccccc2[nH]1,C1C2C(=CC=CC=2)NC=1CC,"[(9, 1)]","[(7, 8)]","('CC',)"
[U]c1cc2ccccc2[nH]1,C1C2C(=CC=CC=2)NC=1CCC,"[(9, 1)]","[(7, 8)]","('CCC',)"
COc1ccc2[nH]c([U])cc2c1,COc1ccc2[nH]c(C)cc2c1,"[(6, 7), (9, 10)]","[(6, 7), (9, 10)]","('C',)"
COc1ccc2[nH]c([U])cc2c1,CCc1cc2cc(OC)ccc2[nH]1,"[(6, 7), (9, 10)]","[(12, 2), (3, 4)]","('CC',)"
COc1ccc2[nH]c([U])cc2c1,CCCc1cc2cc(OC)ccc2[nH]1,"[(6, 7), (9, 10)]","[(13, 3), (4, 5)]","('CCC',)"
[U]N1CCc2[nH]c3ccccc3c2C1,CN1CC2=C(NC3C2=CC=CC=3)CC1,"[(11, 12), (4, 5)]","[(4, 5), (3, 7)]","('C',)"
[U]N1CCc2[nH]c3ccccc3c2C1,C(C)N1CC2=C(NC3C2=CC=CC=3)CC1,"[(11, 12), (4, 5)]","[(5, 6), (4, 8)]","('CC',)"
[U]N1CCc2[nH]c3ccccc3c2C1,C(CC)N1CC2=C(NC3C2=CC=CC=3)CC1,"[(11, 12), (4, 5)]","[(6, 7), (5, 9)]","('CCC',)"
[U]c1cc([U])[nH]n1,C1=C(C)NN=C1C,"[(3, 5), (6, 1)]","[(5, 4), (3, 1)]","('C', 'C')"
[U]c1cc([U])[nH]n1,C1=C(C)NN=C1CC,"[(3, 5), (6, 1)]","[(1, 3), (4, 5)]","('C', 'CC')"
[U]c1cc([U])[nH]n1,C1=C(C)NN=C1CCC,"[(3, 5), (6, 1)]","[(3, 1), (5, 4)]","('C', 'CCC')"
[U]c1cc([U])[nH]n1,C1=C(CC)NN=C1CCC,"[(3, 5), (6, 1)]","[(1, 4), (5, 6)]","('CC', 'CCC')"
O=C(C=CCCCC(C[N+](=O)[O-])c1ccc2c(c1)OCO2)O[U],COC(=O)C=CCCCC(C[N+](=O)[O-])c1ccc2c(c1)OCO2,"[(7, 12)]","[(9, 14)]","('C',)"
O=C(C=CCCCC(C[N+](=O)[O-])c1ccc2c(c1)OCO2)O[U],CCOC(=O)C=CCCCC(C[N+](=O)[O-])c1ccc2c(c1)OCO2,"[(7, 12)]","[(10, 15)]","('CC',)"
O=C(C=CCCCC(C[N+](=O)[O-])c1ccc2c(c1)OCO2)O[U],CCCOC(=O)C=CCCCC(C[N+](=O)[O-])c1ccc2c(c1)OCO2,"[(7, 12)]","[(11, 16)]","('CCC',)"
